miRNA,Target Gene
mmu-miR-101c,Muc5b
mmu-miR-101c,Slc45a4
mmu-miR-101c,Muc5b
mmu-miR-101c,Fat1
mmu-miR-101c,Abca9
mmu-miR-101c,Naip6
mmu-miR-101c,Crebrf
mmu-miR-101c,Bdp1
mmu-miR-101c,Chd2
mmu-miR-101c,Gpr98
mmu-miR-101c,Naip6
mmu-miR-101c,Naip2
mmu-miR-101c,Radil
mmu-miR-101c,Zscan20
mmu-miR-101c,Naip2
mmu-miR-101c,Naip2
mmu-miR-101c,Naip2
mmu-miR-101c,Naip5
mmu-miR-101c,Ephb6
mmu-miR-101c,Snapc4
mmu-miR-101c,Igf2bp3
mmu-miR-101c,2610034M16Rik
mmu-miR-101c,Snapc4
mmu-miR-101c,Mdm4
mmu-miR-101c,Vezt
mmu-miR-101c,Mxd4
mmu-miR-101c,Naip1
mmu-miR-101c,Ephb6
mmu-miR-101c,Hsf2bp
mmu-miR-103-1-5p,Ncor1
mmu-miR-103-1-5p,Ncor2
mmu-miR-103-1-5p,Lrrc58
mmu-miR-103-1-5p,Itpr2
mmu-miR-103-1-5p,Dip2c
mmu-miR-103-1-5p,Ccdc88c
mmu-miR-103-1-5p,Ikzf2
mmu-miR-103-1-5p,Chd9
mmu-miR-103-1-5p,Map1a
mmu-miR-103-1-5p,Ttn
mmu-miR-103-1-5p,Impad1
mmu-miR-103-1-5p,Mcf2l
mmu-miR-103-1-5p,Ncor2
mmu-miR-103-1-5p,Myh3
mmu-miR-103-1-5p,Kif3c
mmu-miR-103-1-5p,Chd9
mmu-miR-103-1-5p,Sox5
mmu-miR-103-1-5p,Plxna1
mmu-miR-103-1-5p,Arid1b
mmu-miR-103-1-5p,Crocc
mmu-miR-103-1-5p,Ncor1
mmu-miR-103-1-5p,Zzz3
mmu-miR-103-1-5p,Mapk8ip3
mmu-miR-103-1-5p,Itpr2
mmu-miR-103-1-5p,Snx19
mmu-miR-103-1-5p,Gsk3b
mmu-miR-103-1-5p,Fras1
mmu-miR-103-1-5p,Kif3c
mmu-miR-103-1-5p,Zzz3
mmu-miR-103-1-5p,Arid1b
mmu-miR-103-2-5p,Ccdc88c
mmu-miR-103-2-5p,Mapk8ip3
mmu-miR-103-2-5p,Mrc2
mmu-miR-103-2-5p,Kif5c
mmu-miR-103-2-5p,Cntrl
mmu-miR-103-2-5p,Zfp516
mmu-miR-103-2-5p,Ryr3
mmu-miR-103-2-5p,Myh3
mmu-miR-103-2-5p,Ddx19b
mmu-miR-103-2-5p,Impad1
mmu-miR-103-2-5p,Cacna2d4
mmu-miR-103-2-5p,Ireb2
mmu-miR-103-2-5p,Scn10a
mmu-miR-103-2-5p,Sox5
mmu-miR-103-2-5p,Myh3
mmu-miR-103-2-5p,Atp11c
mmu-miR-103-2-5p,U2surp
mmu-miR-103-2-5p,Map1a
mmu-miR-103-2-5p,Dip2c
mmu-miR-103-2-5p,Crocc
mmu-miR-103-2-5p,Zzz3
mmu-miR-103-2-5p,Nhsl2
mmu-miR-103-2-5p,Itpr3
mmu-miR-103-2-5p,Macf1
mmu-miR-103-2-5p,Itpr1
mmu-miR-103-2-5p,Ncor2
mmu-miR-103-2-5p,Dip2c
mmu-miR-103-2-5p,Ankrd33b
mmu-miR-103-2-5p,Macf1
mmu-miR-103-2-5p,Sox5
mmu-miR-103-3p,Tsc2
mmu-miR-103-3p,Slc38a1
mmu-miR-103-3p,Scn1a
mmu-miR-103-3p,Nhsl1
mmu-miR-103-3p,Col1a1
mmu-miR-103-3p,Tsc2
mmu-miR-103-3p,Gpr107
mmu-miR-103-3p,Ryr1
mmu-miR-103-3p,Crebrf
mmu-miR-103-3p,Braf
mmu-miR-103-3p,Rmnd5a
mmu-miR-103-3p,Cubn
mmu-miR-103-3p,Nrk
mmu-miR-103-3p,Zfp236
mmu-miR-103-3p,Numa1
mmu-miR-103-3p,Tcf20
mmu-miR-103-3p,Slc38a1
mmu-miR-103-3p,Muc5b
mmu-miR-103-3p,Myo5c
mmu-miR-103-3p,Itpkb
mmu-miR-103-3p,Slc38a1
mmu-miR-103-3p,Nrxn2
mmu-miR-103-3p,Clmn
mmu-miR-103-3p,Dnah5
mmu-miR-103-3p,Tcf20
mmu-miR-103-3p,Tsc2
mmu-miR-103-3p,Soga1
mmu-miR-103-3p,Tsc2
mmu-miR-103-3p,Smarca4
mmu-miR-103-3p,Ptprt
mmu-miR-105,Gria2
mmu-miR-105,Ptgfrn
mmu-miR-105,Csrnp3
mmu-miR-105,Chd5
mmu-miR-105,Herc2
mmu-miR-105,Clmn
mmu-miR-105,Elp4
mmu-miR-105,Nup155
mmu-miR-105,Hdgfrp3
mmu-miR-105,Cnr1
mmu-miR-105,Acacb
mmu-miR-105,Satb2
mmu-miR-105,Herc2
mmu-miR-105,Ubn1
mmu-miR-105,Sema5a
mmu-miR-105,Dip2c
mmu-miR-105,Thada
mmu-miR-105,Cnr1
mmu-miR-105,Erc2
mmu-miR-105,Slc7a14
mmu-miR-105,Pcsk5
mmu-miR-105,Macf1
mmu-miR-105,Hip1
mmu-miR-105,Gna13
mmu-miR-105,Unc80
mmu-miR-105,Kmt2d
mmu-miR-105,Gria2
mmu-miR-105,Frem1
mmu-miR-105,Atad5
mmu-miR-105,Ryr2
mmu-miR-106a-3p,Bsn
mmu-miR-106a-3p,Anapc1
mmu-miR-106a-3p,Fnip2
mmu-miR-106a-3p,Unc80
mmu-miR-106a-3p,Gon4l
mmu-miR-106a-3p,Cemip
mmu-miR-106a-3p,Myh10
mmu-miR-106a-3p,Nfatc2
mmu-miR-106a-3p,Itpr3
mmu-miR-106a-3p,Tfap2b
mmu-miR-106a-3p,Zfp275
mmu-miR-106a-3p,Atm
mmu-miR-106a-3p,Nfatc2
mmu-miR-106a-3p,Arl5b
mmu-miR-106a-3p,Wdr81
mmu-miR-106a-3p,Taok1
mmu-miR-106a-3p,Wdr81
mmu-miR-106a-3p,Sema5a
mmu-miR-106a-3p,Dip2b
mmu-miR-106a-3p,Tpr
mmu-miR-106a-3p,Myo16
mmu-miR-106a-3p,Cntrl
mmu-miR-106a-3p,Tsc1
mmu-miR-106a-3p,Chd2
mmu-miR-106a-3p,Atm
mmu-miR-106a-3p,Lama5
mmu-miR-106a-3p,Snx27
mmu-miR-106a-3p,Tfap2b
mmu-miR-106a-3p,Hspg2
mmu-miR-106a-3p,Numa1
mmu-miR-106a-5p,Clmn
mmu-miR-106a-5p,Per3
mmu-miR-106a-5p,Apob
mmu-miR-106a-5p,Mprip
mmu-miR-106a-5p,Apob
mmu-miR-106a-5p,Arid2
mmu-miR-106a-5p,Obscn
mmu-miR-106a-5p,Obscn
mmu-miR-106a-5p,Eif5b
mmu-miR-106a-5p,Apob
mmu-miR-106a-5p,Muc5b
mmu-miR-106a-5p,Mdga1
mmu-miR-106a-5p,Avl9
mmu-miR-106a-5p,Arid2
mmu-miR-106a-5p,Dmxl1
mmu-miR-106a-5p,Lamc3
mmu-miR-106a-5p,Apob
mmu-miR-106a-5p,Mprip
mmu-miR-106a-5p,Mprip
mmu-miR-106a-5p,Baz1a
mmu-miR-106a-5p,Muc5b
mmu-miR-106a-5p,Baz1a
mmu-miR-106a-5p,Kif26a
mmu-miR-106a-5p,Clmn
mmu-miR-106a-5p,Zfp334
mmu-miR-106a-5p,Psd4
mmu-miR-106a-5p,Lamc3
mmu-miR-106a-5p,Dusp3
mmu-miR-106a-5p,Cstf2
mmu-miR-106a-5p,Ppm1a
mmu-miR-106b-3p,Map3k9
mmu-miR-106b-3p,Chd8
mmu-miR-106b-3p,Agpat5
mmu-miR-106b-3p,Herc1
mmu-miR-106b-3p,Dlgap1
mmu-miR-106b-3p,Crocc
mmu-miR-106b-3p,Cacna1g
mmu-miR-106b-3p,Cds2
mmu-miR-106b-3p,Mapk8ip3
mmu-miR-106b-3p,Tubgcp6
mmu-miR-106b-3p,Clmn
mmu-miR-106b-3p,Helz2
mmu-miR-106b-3p,Mtus2
mmu-miR-106b-3p,Cacna1g
mmu-miR-106b-3p,Entpd7
mmu-miR-106b-3p,Nlgn3
mmu-miR-106b-3p,Pcdh19
mmu-miR-106b-3p,Gtf3c1
mmu-miR-106b-3p,Pum2
mmu-miR-106b-3p,Edem3
mmu-miR-106b-3p,Zfp275
mmu-miR-106b-3p,Lrrc58
mmu-miR-106b-3p,Dlg5
mmu-miR-106b-3p,Zfp831
mmu-miR-106b-3p,Cacna1g
mmu-miR-106b-3p,Clmn
mmu-miR-106b-3p,Kif1c
mmu-miR-106b-3p,Pum2
mmu-miR-106b-3p,Col5a1
mmu-miR-106b-3p,Cacna1g
mmu-miR-106b-5p,Arid2
mmu-miR-106b-5p,Obscn
mmu-miR-106b-5p,Sipa1l2
mmu-miR-106b-5p,Mprip
mmu-miR-106b-5p,Arid2
mmu-miR-106b-5p,Mprip
mmu-miR-106b-5p,Obscn
mmu-miR-106b-5p,Ankrd44
mmu-miR-106b-5p,Avl9
mmu-miR-106b-5p,Lgi2
mmu-miR-106b-5p,Mctp2
mmu-miR-106b-5p,Dip2a
mmu-miR-106b-5p,Dmxl1
mmu-miR-106b-5p,Mprip
mmu-miR-106b-5p,Kif26a
mmu-miR-106b-5p,L3mbtl2
mmu-miR-106b-5p,Cfh
mmu-miR-106b-5p,Rdh1
mmu-miR-106b-5p,Cfh
mmu-miR-106b-5p,Dcaf5
mmu-miR-106b-5p,Dusp3
mmu-miR-106b-5p,Dusp3
mmu-miR-106b-5p,Msl1
mmu-miR-106b-5p,Casp2
mmu-miR-106b-5p,Slc9a6
mmu-miR-106b-5p,Psd4
mmu-miR-106b-5p,Slc35a5
mmu-miR-106b-5p,Lrp12
mmu-miR-106b-5p,Zfp324
mmu-miR-106b-5p,Cstf2
mmu-miR-107-3p,Ptprt
mmu-miR-107-3p,Dnah5
mmu-miR-107-3p,Numa1
mmu-miR-107-3p,Tsc1
mmu-miR-107-3p,Col1a1
mmu-miR-107-3p,Tcf20
mmu-miR-107-3p,Scn1a
mmu-miR-107-3p,Ttc14
mmu-miR-107-3p,Smarca4
mmu-miR-107-3p,Tnik
mmu-miR-107-3p,Slc38a1
mmu-miR-107-3p,Syt7
mmu-miR-107-3p,Ano5
mmu-miR-107-3p,Tsc2
mmu-miR-107-3p,Wdr52
mmu-miR-107-3p,Clmn
mmu-miR-107-3p,Clmn
mmu-miR-107-3p,Zyg11b
mmu-miR-107-3p,Vps26b
mmu-miR-107-3p,Fat1
mmu-miR-107-3p,Tsc1
mmu-miR-107-3p,Ptprt
mmu-miR-107-3p,Syt7
mmu-miR-107-3p,Nrk
mmu-miR-107-3p,Tsc1
mmu-miR-107-3p,Ints1
mmu-miR-107-3p,Gpr107
mmu-miR-107-3p,2610002M06Rik
mmu-miR-107-3p,Scn1a
mmu-miR-107-3p,Megf9
mmu-miR-107-5p,Pde6h
mmu-miR-107-5p,Nup155
mmu-miR-107-5p,Plce1
mmu-miR-107-5p,Map1a
mmu-miR-107-5p,Lrp4
mmu-miR-107-5p,Arid1b
mmu-miR-107-5p,Ncor1
mmu-miR-107-5p,Ncor2
mmu-miR-107-5p,Ncor2
mmu-miR-107-5p,Arid1b
mmu-miR-107-5p,Zfp516
mmu-miR-107-5p,Zbtb40
mmu-miR-107-5p,Ncor2
mmu-miR-107-5p,Cyfip2
mmu-miR-107-5p,Crocc
mmu-miR-107-5p,Slc4a4
mmu-miR-107-5p,Map1a
mmu-miR-107-5p,Fem1a
mmu-miR-107-5p,Crocc
mmu-miR-107-5p,Impg2
mmu-miR-107-5p,Macf1
mmu-miR-107-5p,Lrrc58
mmu-miR-107-5p,Zc3h4
mmu-miR-107-5p,Kmt2c
mmu-miR-107-5p,Evi5
mmu-miR-107-5p,Baz1a
mmu-miR-107-5p,Pappa
mmu-miR-107-5p,Chd5
mmu-miR-107-5p,Ryr3
mmu-miR-107-5p,Abca4
mmu-miR-10a-3p,Numa1
mmu-miR-10a-3p,Numa1
mmu-miR-10a-3p,Gprc6a
mmu-miR-10a-3p,Numa1
mmu-miR-10a-3p,Slbp
mmu-miR-10a-3p,Slbp
mmu-miR-10a-3p,Ephx1
mmu-miR-10a-3p,Tmem128
mmu-miR-10a-3p,Wdr55
mmu-miR-10a-3p,Srcin1
mmu-miR-10a-3p,Pgm3
mmu-miR-10a-3p,Sorcs2
mmu-miR-10a-3p,Klhdc10
mmu-miR-10a-3p,Pgm3
mmu-miR-10a-3p,Grm5
mmu-miR-10a-3p,Zfp287
mmu-miR-10a-3p,Grm5
mmu-miR-10a-3p,Grm5
mmu-miR-10a-3p,Tm9sf2
mmu-miR-10a-3p,Insig1
mmu-miR-10a-3p,Ublcp1
mmu-miR-10a-3p,Tep1
mmu-miR-10a-3p,Fam120b
mmu-miR-10a-3p,Rab11fip4
mmu-miR-10a-3p,Prrg1
mmu-miR-10a-3p,Prrg1
mmu-miR-10a-3p,Cacnb1
mmu-miR-10a-3p,Gfm2
mmu-miR-10a-3p,1700021F07Rik
mmu-miR-10a-3p,Rab11fip4
mmu-miR-10a-5p,Ahdc1
mmu-miR-10a-5p,Tsc2
mmu-miR-10a-5p,Tsc2
mmu-miR-10a-5p,Mga
mmu-miR-10a-5p,Fat3
mmu-miR-10a-5p,Tsc2
mmu-miR-10a-5p,Tln1
mmu-miR-10a-5p,Ahdc1
mmu-miR-10a-5p,Smchd1
mmu-miR-10a-5p,Col4a1
mmu-miR-10a-5p,5330417C22Rik
mmu-miR-10a-5p,Pafah1b1
mmu-miR-10a-5p,Chd2
mmu-miR-10a-5p,Mga
mmu-miR-10a-5p,Ppp1r3a
mmu-miR-10a-5p,Tsc2
mmu-miR-10a-5p,Naip6
mmu-miR-10a-5p,Dcp2
mmu-miR-10a-5p,Tsc2
mmu-miR-10a-5p,Naip6
mmu-miR-10a-5p,Tsc2
mmu-miR-10a-5p,Nav3
mmu-miR-10a-5p,Ahdc1
mmu-miR-10a-5p,Rtl1
mmu-miR-10a-5p,Uggt1
mmu-miR-10a-5p,Pafah1b1
mmu-miR-10a-5p,Ahdc1
mmu-miR-10a-5p,Mga
mmu-miR-10a-5p,Naip2
mmu-miR-10a-5p,Csnk1d
mmu-miR-10b-3p,Fam210a
mmu-miR-10b-3p,Numa1
mmu-miR-10b-3p,Nfatc2
mmu-miR-10b-3p,Stox2
mmu-miR-10b-3p,Gon4l
mmu-miR-10b-3p,Whsc1
mmu-miR-10b-3p,Golgb1
mmu-miR-10b-3p,Scn4a
mmu-miR-10b-3p,Itga9
mmu-miR-10b-3p,Nfatc2
mmu-miR-10b-3p,Megf8
mmu-miR-10b-3p,Abca9
mmu-miR-10b-3p,Numa1
mmu-miR-10b-3p,Golgb1
mmu-miR-10b-3p,Rgp1
mmu-miR-10b-3p,Rs1
mmu-miR-10b-3p,Mzf1
mmu-miR-10b-3p,BC021891
mmu-miR-10b-3p,AI314180
mmu-miR-10b-3p,AI314180
mmu-miR-10b-3p,Brd2
mmu-miR-10b-3p,Clca2
mmu-miR-10b-3p,Lrig3
mmu-miR-10b-3p,Asap3
mmu-miR-10b-3p,Slc41a2
mmu-miR-10b-3p,Pirt
mmu-miR-10b-3p,Itgbl1
mmu-miR-10b-3p,Brd2
mmu-miR-10b-3p,Brd2
mmu-miR-10b-3p,Nploc4
mmu-miR-10b-5p,Mga
mmu-miR-10b-5p,Ahdc1
mmu-miR-10b-5p,Naip6
mmu-miR-10b-5p,Strbp
mmu-miR-10b-5p,Pafah1b1
mmu-miR-10b-5p,Tsc2
mmu-miR-10b-5p,Pafah1b1
mmu-miR-10b-5p,Ahdc1
mmu-miR-10b-5p,Tsc2
mmu-miR-10b-5p,Ahdc1
mmu-miR-10b-5p,Crocc
mmu-miR-10b-5p,Dcp2
mmu-miR-10b-5p,Tsc2
mmu-miR-10b-5p,Naip6
mmu-miR-10b-5p,Crocc
mmu-miR-10b-5p,Tsc2
mmu-miR-10b-5p,Chd2
mmu-miR-10b-5p,Crocc
mmu-miR-10b-5p,Tsc2
mmu-miR-10b-5p,Mga
mmu-miR-10b-5p,Tsc2
mmu-miR-10b-5p,Ahdc1
mmu-miR-10b-5p,Crocc
mmu-miR-10b-5p,Mga
mmu-miR-10b-5p,Gucy2f
mmu-miR-10b-5p,Tob2
mmu-miR-10b-5p,Naip1
mmu-miR-10b-5p,Ror2
mmu-miR-10b-5p,Ambra1
mmu-miR-10b-5p,Csnk1d
mmu-miR-1186,Ophn1
mmu-miR-1186,Wdr81
mmu-miR-1186,Tmem106b
mmu-miR-1186,Mga
mmu-miR-1186,Macf1
mmu-miR-1186,Whsc1
mmu-miR-1186,Macf1
mmu-miR-1186,Fam179b
mmu-miR-1186,Ubn1
mmu-miR-1186,Vcan
mmu-miR-1186,Macf1
mmu-miR-1186,Macf1
mmu-miR-1186,Ryr3
mmu-miR-1186,Mga
mmu-miR-1186,Bsn
mmu-miR-1186,
mmu-miR-1186,Wdr81
mmu-miR-1186,Ctnnd2
mmu-miR-1186,Tmem245
mmu-miR-1186,Mga
mmu-miR-1186,Mga
mmu-miR-1186,Zfp462
mmu-miR-1186,Wdr81
mmu-miR-1186,Srrm2
mmu-miR-1186,Ints1
mmu-miR-1186,Ago3
mmu-miR-1186,Rnf24
mmu-miR-1186,Macf1
mmu-miR-1186,Mob3b
mmu-miR-1186,Tgfbr1
mmu-miR-1186b,Cacna1h
mmu-miR-1186b,Zfp148
mmu-miR-1186b,Tbc1d1
mmu-miR-1186b,Tro
mmu-miR-1186b,Col22a1
mmu-miR-1186b,Nrxn2
mmu-miR-1186b,Cacna1h
mmu-miR-1186b,Clmn
mmu-miR-1186b,Chd5
mmu-miR-1186b,Whsc1
mmu-miR-1186b,Itpr2
mmu-miR-1186b,Hspg2
mmu-miR-1186b,Cacna1h
mmu-miR-1186b,Alms1
mmu-miR-1186b,Arhgap35
mmu-miR-1186b,Vps13a
mmu-miR-1186b,Notch2
mmu-miR-1186b,Tbc1d1
mmu-miR-1186b,Chd5
mmu-miR-1186b,Dlg5
mmu-miR-1186b,Cep192
mmu-miR-1186b,Mical2
mmu-miR-1186b,Nr3c1
mmu-miR-1186b,Nr3c1
mmu-miR-1186b,Hspg2
mmu-miR-1186b,Dlg5
mmu-miR-1186b,Col4a1
mmu-miR-1186b,Clmn
mmu-miR-1186b,Lmln
mmu-miR-1186b,Nr3c1
mmu-miR-1187,Ttn
mmu-miR-1187,Igfbp5
mmu-miR-1187,Iqsec2
mmu-miR-1187,Ttn
mmu-miR-1187,Iqsec2
mmu-miR-1187,Mprip
mmu-miR-1187,Etl4
mmu-miR-1187,Etl4
mmu-miR-1187,Ttn
mmu-miR-1187,Uggt2
mmu-miR-1187,Ubr3
mmu-miR-1187,Ttn
mmu-miR-1187,Taok1
mmu-miR-1187,Ttn
mmu-miR-1187,Ccnt2
mmu-miR-1187,Tet1
mmu-miR-1187,Btbd11
mmu-miR-1187,Uggt1
mmu-miR-1187,Etl4
mmu-miR-1187,Tbp
mmu-miR-1187,Cdk5rap2
mmu-miR-1187,Cdk5rap2
mmu-miR-1187,Taok1
mmu-miR-1187,Slc35b4
mmu-miR-1187,Ttn
mmu-miR-1187,Wnk1
mmu-miR-1187,Slc22a6
mmu-miR-1187,C2cd5
mmu-miR-1187,Exoc7
mmu-miR-1187,Slc16a1
mmu-miR-1188-3p,Chst2
mmu-miR-1188-3p,Wwc2
mmu-miR-1188-3p,Kcnq5
mmu-miR-1188-3p,Macf1
mmu-miR-1188-3p,Cacna1h
mmu-miR-1188-3p,Cnr1
mmu-miR-1188-3p,Baz2b
mmu-miR-1188-3p,Kcnq5
mmu-miR-1188-3p,Vps26b
mmu-miR-1188-3p,Cacna1h
mmu-miR-1188-3p,Mcf2l
mmu-miR-1188-3p,Csmd1
mmu-miR-1188-3p,Macf1
mmu-miR-1188-3p,Mob3b
mmu-miR-1188-3p,Macf1
mmu-miR-1188-3p,Cnr1
mmu-miR-1188-3p,Heatr1
mmu-miR-1188-3p,Ccnt1
mmu-miR-1188-3p,Ccnt1
mmu-miR-1188-3p,Pcdh15
mmu-miR-1188-3p,Mylk
mmu-miR-1188-3p,Abca9
mmu-miR-1188-3p,Zfp831
mmu-miR-1188-3p,Cacna2d4
mmu-miR-1188-3p,Cacna1h
mmu-miR-1188-3p,Frmpd4
mmu-miR-1188-3p,Kif3c
mmu-miR-1188-3p,Lmtk2
mmu-miR-1188-3p,Macf1
mmu-miR-1188-3p,Aak1
mmu-miR-1188-5p,Cad
mmu-miR-1188-5p,Col7a1
mmu-miR-1188-5p,Plekha6
mmu-miR-1188-5p,Amer1
mmu-miR-1188-5p,Chst2
mmu-miR-1188-5p,Uvssa
mmu-miR-1188-5p,Cdc42bpb
mmu-miR-1188-5p,Unc80
mmu-miR-1188-5p,Dcp2
mmu-miR-1188-5p,Dgke
mmu-miR-1188-5p,Scn1a
mmu-miR-1188-5p,4930402H24Rik
mmu-miR-1188-5p,Baz2b
mmu-miR-1188-5p,Ttn
mmu-miR-1188-5p,Sos1
mmu-miR-1188-5p,Tsc1
mmu-miR-1188-5p,Synm
mmu-miR-1188-5p,Rock2
mmu-miR-1188-5p,Ttn
mmu-miR-1188-5p,Scube3
mmu-miR-1188-5p,Scn2a1
mmu-miR-1188-5p,Gli2
mmu-miR-1188-5p,Rgp1
mmu-miR-1188-5p,Dock5
mmu-miR-1188-5p,Rnf152
mmu-miR-1188-5p,Sh3kbp1
mmu-miR-1188-5p,Cachd1
mmu-miR-1188-5p,Sptbn4
mmu-miR-1188-5p,Slc6a17
mmu-miR-1188-5p,Tecpr2
mmu-miR-1190,Myh14
mmu-miR-1190,Zbtb40
mmu-miR-1190,Epb4.1
mmu-miR-1190,Kmt2c
mmu-miR-1190,Arhgap32
mmu-miR-1190,Lrba
mmu-miR-1190,Amotl1
mmu-miR-1190,Eea1
mmu-miR-1190,Myh14
mmu-miR-1190,Rai1
mmu-miR-1190,Agl
mmu-miR-1190,Dysf
mmu-miR-1190,Kmt2c
mmu-miR-1190,Rai1
mmu-miR-1190,Dennd5b
mmu-miR-1190,Myo15
mmu-miR-1190,Herc1
mmu-miR-1190,Zfp704
mmu-miR-1190,Dysf
mmu-miR-1190,Myh14
mmu-miR-1190,Greb1
mmu-miR-1190,Stox2
mmu-miR-1190,Herc1
mmu-miR-1190,Gtf3c1
mmu-miR-1190,Zfp646
mmu-miR-1190,Fras1
mmu-miR-1190,Dysf
mmu-miR-1190,2610002M06Rik
mmu-miR-1190,Irgq
mmu-miR-1190,Itgav
mmu-miR-1191,Myh9
mmu-miR-1191,2610507B11Rik
mmu-miR-1191,Bcor
mmu-miR-1191,Kif26a
mmu-miR-1191,Myh7
mmu-miR-1191,Scn4a
mmu-miR-1191,Crb2
mmu-miR-1191,Ankrd33b
mmu-miR-1191,Larp1
mmu-miR-1191,Abca4
mmu-miR-1191,Myh7
mmu-miR-1191,Bcor
mmu-miR-1191,Lamc3
mmu-miR-1191,Mfhas1
mmu-miR-1191,Bcor
mmu-miR-1191,Kif21b
mmu-miR-1191,Tln1
mmu-miR-1191,Bcor
mmu-miR-1191,Bcor
mmu-miR-1191,Mprip
mmu-miR-1191,Prkch
mmu-miR-1191,Slc4a1
mmu-miR-1191,Slfn4
mmu-miR-1191,Ogdh
mmu-miR-1191,Grm8
mmu-miR-1191,Gm10545
mmu-miR-1191,Slfn4
mmu-miR-1191,Otud7a
mmu-miR-1191,Slc4a1
mmu-miR-1191,Arel1
mmu-miR-1192,Wbscr17
mmu-miR-1192,Wbscr17
mmu-miR-1192,Zfand1
mmu-miR-1192,Ube4b
mmu-miR-1192,Zfp462
mmu-miR-1192,Dupd1
mmu-miR-1192,Plekhm3
mmu-miR-1192,Ube4b
mmu-miR-1192,Zmat3
mmu-miR-1192,Cenpl
mmu-miR-1192,Zmat3
mmu-miR-1192,Gsk3b
mmu-miR-1192,Cenpl
mmu-miR-1192,Cenpl
mmu-miR-1192,Tnrc6c
mmu-miR-1192,Creb1
mmu-miR-1192,Creb1
mmu-miR-1192,Creb1
mmu-miR-1192,Agrn
mmu-miR-1192,Tnrc6c
mmu-miR-1192,Tnrc6c
mmu-miR-1192,Tnrc6c
mmu-miR-1192,Agrn
mmu-miR-1192,Tnrc6c
mmu-miR-1192,Tnrc6c
mmu-miR-1192,Agrn
mmu-miR-1192,Agrn
mmu-miR-1192,Ly75
mmu-miR-1192,Eya3
mmu-miR-1192,Galnt13
mmu-miR-1193-3p,Col27a1
mmu-miR-1193-3p,Ttn
mmu-miR-1193-3p,Ttn
mmu-miR-1193-3p,Cln8
mmu-miR-1193-3p,Btaf1
mmu-miR-1193-3p,Cbfa2t2
mmu-miR-1193-3p,Celf2
mmu-miR-1193-3p,Ttn
mmu-miR-1193-3p,Zfc3h1
mmu-miR-1193-3p,Impad1
mmu-miR-1193-3p,Myo16
mmu-miR-1193-3p,Otogl
mmu-miR-1193-3p,Ttn
mmu-miR-1193-3p,Pigk
mmu-miR-1193-3p,Gnl3l
mmu-miR-1193-3p,Urgcp
mmu-miR-1193-3p,Hs2st1
mmu-miR-1193-3p,Urgcp
mmu-miR-1193-3p,Kras
mmu-miR-1193-3p,Gnl3l
mmu-miR-1193-3p,Cbfa2t2
mmu-miR-1193-3p,Gys1
mmu-miR-1193-3p,Ppp1r26
mmu-miR-1193-3p,Ccbe1
mmu-miR-1193-3p,Ptges
mmu-miR-1193-3p,Pml
mmu-miR-1193-3p,Tle1
mmu-miR-1193-3p,Zfp865
mmu-miR-1193-3p,Gpr85
mmu-miR-1193-3p,1110059G10Rik
mmu-miR-1193-5p,Ltbp1
mmu-miR-1193-5p,Gm15800
mmu-miR-1193-5p,Zfp451
mmu-miR-1193-5p,Tpr
mmu-miR-1193-5p,Unc13c
mmu-miR-1193-5p,Pdzd8
mmu-miR-1193-5p,Tshz1
mmu-miR-1193-5p,Preb
mmu-miR-1193-5p,Phlpp1
mmu-miR-1193-5p,Nhsl1
mmu-miR-1193-5p,Csmd3
mmu-miR-1193-5p,Tpr
mmu-miR-1193-5p,D630045J12Rik
mmu-miR-1193-5p,Cacul1
mmu-miR-1193-5p,Lrba
mmu-miR-1193-5p,Ccnt1
mmu-miR-1193-5p,Zfp462
mmu-miR-1193-5p,Myo7b
mmu-miR-1193-5p,Mast4
mmu-miR-1193-5p,Arhgef4
mmu-miR-1193-5p,Vwa8
mmu-miR-1193-5p,Ttll7
mmu-miR-1193-5p,Kdm6a
mmu-miR-1193-5p,Apc
mmu-miR-1193-5p,Ush2a
mmu-miR-1193-5p,Maf
mmu-miR-1193-5p,Lrba
mmu-miR-1193-5p,Dscam
mmu-miR-1193-5p,Kdm6a
mmu-miR-1193-5p,Myo16
mmu-miR-1194,A830010M20Rik
mmu-miR-1194,Lmln
mmu-miR-1194,Herc2
mmu-miR-1194,Tab3
mmu-miR-1194,Ubxn2b
mmu-miR-1194,Prkaa2
mmu-miR-1194,Mpdz
mmu-miR-1194,Lrba
mmu-miR-1194,Bri3bp
mmu-miR-1194,Mpdz
mmu-miR-1194,Lrba
mmu-miR-1194,Syt7
mmu-miR-1194,Herc2
mmu-miR-1194,Alms1
mmu-miR-1194,Syt7
mmu-miR-1194,Mctp2
mmu-miR-1194,Corin
mmu-miR-1194,Jakmip2
mmu-miR-1194,Tmem236
mmu-miR-1194,Mxd4
mmu-miR-1194,Mlh3
mmu-miR-1194,Hrk
mmu-miR-1194,Mlh3
mmu-miR-1194,Corin
mmu-miR-1194,AI481877
mmu-miR-1194,Crkl
mmu-miR-1194,Slc34a1
mmu-miR-1194,Slc34a1
mmu-miR-1194,Adprhl2
mmu-miR-1194,Myo1b
mmu-miR-1195,Sos1
mmu-miR-1195,Rnf152
mmu-miR-1195,Atad5
mmu-miR-1195,Cad
mmu-miR-1195,Cyfip2
mmu-miR-1195,Brwd1
mmu-miR-1195,Crocc
mmu-miR-1195,Wdr81
