miRNA,Target Gene
mmu-miR-3109-5p,Gpr98
mmu-miR-3109-5p,Nrxn2
mmu-miR-3109-5p,Myo18a
mmu-miR-3109-5p,Kirrel
mmu-miR-3109-5p,Nrxn2
mmu-miR-3109-5p,Tecpr2
mmu-miR-3109-5p,Reps2
mmu-miR-3109-5p,Itpkb
mmu-miR-3109-5p,Myo18a
mmu-miR-3109-5p,Maml3
mmu-miR-3109-5p,Cep170
mmu-miR-3109-5p,Nav3
mmu-miR-3109-5p,Nav3
mmu-miR-3109-5p,Arid1a
mmu-miR-3110-3p,Pafah1b1
mmu-miR-3110-3p,Tnc
mmu-miR-3110-3p,Tbc1d16
mmu-miR-3110-3p,Myh7
mmu-miR-3110-3p,Etl4
mmu-miR-3110-3p,Tmem56
mmu-miR-3110-3p,Dip2c
mmu-miR-3110-3p,Etl4
mmu-miR-3110-3p,Abca4
mmu-miR-3110-3p,Pafah1b1
mmu-miR-3110-3p,Pafah1b1
mmu-miR-3110-3p,Herc2
mmu-miR-3110-3p,Tln2
mmu-miR-3110-3p,Chd2
mmu-miR-3110-3p,Gbf1
mmu-miR-3110-3p,Tmem56
mmu-miR-3110-3p,Kif1c
mmu-miR-3110-3p,Pafah1b1
mmu-miR-3110-3p,Myh7
mmu-miR-3110-3p,Rims1
mmu-miR-3110-3p,Usp13
mmu-miR-3110-3p,Sptbn2
mmu-miR-3110-3p,Trak2
mmu-miR-3110-3p,Ccdc88c
mmu-miR-3110-3p,Kif1c
mmu-miR-3110-3p,Kif26b
mmu-miR-3110-3p,Mylk
mmu-miR-3110-3p,Tnc
mmu-miR-3110-3p,Phlpp1
mmu-miR-3110-3p,Pum2
mmu-miR-3110-5p,Crocc
mmu-miR-3110-5p,Ncor1
mmu-miR-3110-5p,Map1a
mmu-miR-3110-5p,Ttn
mmu-miR-3110-5p,Pde6h
mmu-miR-3110-5p,Ttn
mmu-miR-3110-5p,Hectd1
mmu-miR-3110-5p,Mecp2
mmu-miR-3110-5p,Ahctf1
mmu-miR-3110-5p,Tmem245
mmu-miR-3110-5p,Map1a
mmu-miR-3110-5p,Myh9
mmu-miR-3110-5p,Impad1
mmu-miR-3110-5p,Nucks1
mmu-miR-3110-5p,Col5a1
mmu-miR-3110-5p,Ttn
mmu-miR-3110-5p,Slc24a2
mmu-miR-3110-5p,Kcnd3
mmu-miR-3110-5p,Ttn
mmu-miR-3110-5p,Mecp2
mmu-miR-3110-5p,Crocc
mmu-miR-3110-5p,Bmp2k
mmu-miR-3110-5p,Slc24a2
mmu-miR-3110-5p,Hectd1
mmu-miR-3110-5p,Usp9x
mmu-miR-3110-5p,Grid2
mmu-miR-3110-5p,Ncor1
mmu-miR-3110-5p,Ncor1
mmu-miR-3110-5p,Ncor1
mmu-miR-3110-5p,Brip1
mmu-miR-3112-3p,Brip1
mmu-miR-3112-3p,Slc45a4
mmu-miR-3112-3p,Frem2
mmu-miR-3112-3p,Scn3a
mmu-miR-3112-3p,Dennd5b
mmu-miR-3112-3p,Abca4
mmu-miR-3112-3p,Lrp4
mmu-miR-3112-3p,Rbbp6
mmu-miR-3112-3p,Nucks1
mmu-miR-3112-3p,Crocc
mmu-miR-3112-3p,Slc4a4
mmu-miR-3112-3p,Fnbp1
mmu-miR-3112-3p,Agpat5
mmu-miR-3112-3p,Col4a1
mmu-miR-3112-3p,Col5a2
mmu-miR-3112-3p,Flg2
mmu-miR-3112-3p,Zbtb40
mmu-miR-3112-3p,Snhg11
mmu-miR-3112-3p,Scn3a
mmu-miR-3112-3p,2610002M06Rik
mmu-miR-3112-3p,Naip6
mmu-miR-3112-3p,Crb2
mmu-miR-3112-3p,Mylk
mmu-miR-3112-3p,Mylk
mmu-miR-3112-3p,Naip6
mmu-miR-3112-3p,Irgq
mmu-miR-3112-3p,Crocc
mmu-miR-3112-3p,Zfp831
mmu-miR-3112-3p,Thsd7b
mmu-miR-3112-3p,Zfp704
mmu-miR-3112-5p,Cbfa2t2
mmu-miR-3112-5p,Clec16a
mmu-miR-3112-5p,Phc3
mmu-miR-3112-5p,Trak2
mmu-miR-3112-5p,Rbfox2
mmu-miR-3112-5p,Galnt13
mmu-miR-3112-5p,Rgp1
mmu-miR-3112-5p,Slk
mmu-miR-3112-5p,Galnt13
mmu-miR-3112-5p,Fbn2
mmu-miR-3112-5p,Galnt13
mmu-miR-3112-5p,Phc3
mmu-miR-3112-5p,Rnf150
mmu-miR-3112-5p,Uhmk1
mmu-miR-3112-5p,Traf6
mmu-miR-3112-5p,A830010M20Rik
mmu-miR-3112-5p,Brip1
mmu-miR-3112-5p,Uhmk1
mmu-miR-3112-5p,Fam120b
mmu-miR-3112-5p,Nrxn3
mmu-miR-3112-5p,Sec16b
mmu-miR-3112-5p,Chrdl1
mmu-miR-3112-5p,Rrp1b
mmu-miR-3112-5p,Rin3
mmu-miR-3112-5p,Mpped1
mmu-miR-3112-5p,Rin3
mmu-miR-3112-5p,Mxd4
mmu-miR-3112-5p,Kcnh2
mmu-miR-3112-5p,S100pbp
mmu-miR-3112-5p,Cdyl
mmu-miR-3113-3p,Mthfr
mmu-miR-3113-3p,Prlr
mmu-miR-3113-3p,Cflar
mmu-miR-3113-3p,Dlgap1
mmu-miR-3113-3p,Kif3c
mmu-miR-3113-3p,Ext1
mmu-miR-3113-3p,Otud7b
mmu-miR-3113-3p,Stox2
mmu-miR-3113-3p,Apba1
mmu-miR-3113-3p,Lyst
mmu-miR-3113-3p,Cask
mmu-miR-3113-3p,Dlgap1
mmu-miR-3113-3p,Lama5
mmu-miR-3113-3p,Cbfa2t2
mmu-miR-3113-3p,Cask
mmu-miR-3113-3p,Zc3h4
mmu-miR-3113-3p,Zfp831
mmu-miR-3113-3p,Ryr2
mmu-miR-3113-3p,Usp9x
mmu-miR-3113-3p,Pde6h
mmu-miR-3113-3p,Ccdc141
mmu-miR-3113-3p,Myo18a
mmu-miR-3113-3p,Sspo
mmu-miR-3113-3p,Crocc
mmu-miR-3113-3p,Crocc
mmu-miR-3113-3p,Dennd5b
mmu-miR-3113-3p,Crocc
mmu-miR-3113-3p,Crocc
mmu-miR-3113-3p,Itpr2
mmu-miR-3113-3p,Nlgn3
mmu-miR-3113-5p,Tsc1
mmu-miR-3113-5p,Rgp1
mmu-miR-3113-5p,Secisbp2l
mmu-miR-3113-5p,Crocc
mmu-miR-3113-5p,Tsc1
mmu-miR-3113-5p,4930402H24Rik
mmu-miR-3113-5p,Setd1b
mmu-miR-3113-5p,Lrrc7
mmu-miR-3113-5p,Ttn
mmu-miR-3113-5p,Setd1b
mmu-miR-3113-5p,Gpr107
mmu-miR-3113-5p,Cbfa2t2
mmu-miR-3113-5p,Crocc
mmu-miR-3113-5p,Zc3h4
mmu-miR-3113-5p,Sptbn2
mmu-miR-3113-5p,Clmn
mmu-miR-3113-5p,Adcy7
mmu-miR-3113-5p,Apba1
mmu-miR-3113-5p,Fn1
mmu-miR-3113-5p,Tcf20
mmu-miR-3113-5p,Ttn
mmu-miR-3113-5p,Zfp652
mmu-miR-3113-5p,Kif3c
mmu-miR-3113-5p,Dlgap1
mmu-miR-3113-5p,Chst2
mmu-miR-3113-5p,Myo18a
mmu-miR-3113-5p,Itpr3
mmu-miR-3113-5p,Greb1
mmu-miR-3113-5p,Cask
mmu-miR-3113-5p,Zbtb40
mmu-miR-31-3p,St8sia1
mmu-miR-31-3p,Otud7b
mmu-miR-31-3p,Satb2
mmu-miR-31-3p,Prex2
mmu-miR-31-3p,Abcc5
mmu-miR-31-3p,Sos1
mmu-miR-31-3p,Zfc3h1
mmu-miR-31-3p,Slc24a2
mmu-miR-31-3p,Stx17
mmu-miR-31-3p,Slc24a2
mmu-miR-31-3p,Nt5dc3
mmu-miR-31-3p,Slc1a2
mmu-miR-31-3p,Chd2
mmu-miR-31-3p,Slc1a2
mmu-miR-31-3p,Otud7b
mmu-miR-31-3p,Insr
mmu-miR-31-3p,Otud7b
mmu-miR-31-3p,Zbtb7a
mmu-miR-31-3p,Mprip
mmu-miR-31-3p,Slc4a1
mmu-miR-31-3p,Ppfia3
mmu-miR-31-3p,E130309F12Rik
mmu-miR-31-3p,Fam160a2
mmu-miR-31-3p,Adamts14
mmu-miR-31-3p,Kras
mmu-miR-31-3p,Snrk
mmu-miR-31-3p,Adra2b
mmu-miR-31-3p,Adamts14
mmu-miR-31-3p,Mprip
mmu-miR-31-3p,Adamts4
mmu-miR-31-5p,Rnf150
mmu-miR-31-5p,Slit2
mmu-miR-31-5p,Crocc
mmu-miR-31-5p,Anapc1
mmu-miR-31-5p,4930402H24Rik
mmu-miR-31-5p,Vps26b
mmu-miR-31-5p,Megf9
mmu-miR-31-5p,Nhsl2
mmu-miR-31-5p,Madd
mmu-miR-31-5p,Crocc
mmu-miR-31-5p,Sptbn2
mmu-miR-31-5p,Bsn
mmu-miR-31-5p,Pcsk5
mmu-miR-31-5p,Tmem56
mmu-miR-31-5p,Myo18a
mmu-miR-31-5p,Cacna2d1
mmu-miR-31-5p,Reps2
mmu-miR-31-5p,Madd
mmu-miR-31-5p,Grm1
mmu-miR-31-5p,Reps2
mmu-miR-31-5p,Ppp1r9a
mmu-miR-31-5p,Rbfox2
mmu-miR-31-5p,Dip2c
mmu-miR-31-5p,Gucy2f
mmu-miR-31-5p,Dtx4
mmu-miR-31-5p,Fam129a
mmu-miR-31-5p,N4bp1
mmu-miR-31-5p,Nhsl1
mmu-miR-31-5p,Lmtk2
mmu-miR-31-5p,Heatr5a
mmu-miR-320-3p,Arid2
mmu-miR-320-3p,Arid2
mmu-miR-320-3p,Clmn
mmu-miR-320-3p,Setd7
mmu-miR-320-3p,4930402H24Rik
mmu-miR-320-3p,Adam22
mmu-miR-320-3p,Gna13
mmu-miR-320-3p,Pcnxl3
mmu-miR-320-3p,Baz1a
mmu-miR-320-3p,Zzef1
mmu-miR-320-3p,Baz1a
mmu-miR-320-3p,Nup155
mmu-miR-320-3p,Ubr2
mmu-miR-320-3p,Zzef1
mmu-miR-320-3p,Clmn
mmu-miR-320-3p,Ano3
mmu-miR-320-3p,Nup155
mmu-miR-320-3p,Ubr2
mmu-miR-320-3p,Pcsk7
mmu-miR-320-3p,Gpr61
mmu-miR-320-3p,Vwa5b2
mmu-miR-320-3p,Rcbtb2
mmu-miR-320-3p,Rcbtb2
mmu-miR-320-3p,Adamts10
mmu-miR-320-3p,Armcx3
mmu-miR-320-3p,Tspan11
mmu-miR-320-3p,Ocstamp
mmu-miR-320-3p,Armcx3
mmu-miR-320-3p,Rcbtb2
mmu-miR-320-3p,Phf6
mmu-miR-320-5p,Adcy5
mmu-miR-320-5p,Map1b
mmu-miR-320-5p,Myo15
mmu-miR-320-5p,Thoc2
mmu-miR-320-5p,Muc2
mmu-miR-320-5p,Chd5
mmu-miR-320-5p,Chd5
mmu-miR-320-5p,Grid2
mmu-miR-320-5p,Crocc
mmu-miR-320-5p,Itpr3
mmu-miR-320-5p,Heatr1
mmu-miR-320-5p,Smchd1
mmu-miR-320-5p,Srcin1
mmu-miR-320-5p,Frem1
mmu-miR-320-5p,Rp1
mmu-miR-320-5p,Crocc
mmu-miR-320-5p,Myo15
mmu-miR-320-5p,Myh14
mmu-miR-320-5p,Itgav
mmu-miR-320-5p,Dlg5
mmu-miR-320-5p,Ttn
mmu-miR-320-5p,Ttn
mmu-miR-320-5p,Supt6
mmu-miR-320-5p,Myh14
mmu-miR-320-5p,Myh14
mmu-miR-320-5p,Myh14
mmu-miR-320-5p,Dock9
mmu-miR-320-5p,Myh10
mmu-miR-320-5p,Atp11c
mmu-miR-320-5p,Megf8
mmu-miR-322-3p,Braf
mmu-miR-322-3p,Muc5ac
mmu-miR-322-3p,N4bp1
mmu-miR-322-3p,Muc5ac
mmu-miR-322-3p,N4bp1
mmu-miR-322-3p,Smyd3
mmu-miR-322-3p,C5ar2
mmu-miR-322-3p,Sgpl1
mmu-miR-322-3p,Sgpl1
mmu-miR-322-3p,Dpy19l1
mmu-miR-322-3p,Arhgap42
mmu-miR-322-3p,Man1a
mmu-miR-322-3p,Dusp16
mmu-miR-322-3p,C5ar2
mmu-miR-322-3p,Klf12
mmu-miR-322-3p,Cacng2
mmu-miR-322-3p,Vezt
mmu-miR-322-3p,Dr1
mmu-miR-322-3p,Phykpl
mmu-miR-322-3p,Zfp64
mmu-miR-322-3p,Man1a
mmu-miR-322-3p,Zfp457
mmu-miR-322-3p,Nr1h4
mmu-miR-322-3p,Nr1h4
mmu-miR-322-3p,Nipsnap3a
mmu-miR-322-3p,Ept1
mmu-miR-322-3p,Fnip2
mmu-miR-322-3p,Nipsnap3a
mmu-miR-322-3p,Man2a1
mmu-miR-322-3p,Ago3
mmu-miR-322-5p,Bod1l
mmu-miR-322-5p,Tsc1
mmu-miR-322-5p,Phlpp1
mmu-miR-322-5p,Lrba
mmu-miR-322-5p,Naip6
mmu-miR-322-5p,Ddx19b
mmu-miR-322-5p,Ddr2
mmu-miR-322-5p,Slitrk4
mmu-miR-322-5p,Zc3h4
mmu-miR-322-5p,Lrba
mmu-miR-322-5p,Pdzd8
mmu-miR-322-5p,Snx19
mmu-miR-322-5p,Trpm7
mmu-miR-322-5p,Nup153
mmu-miR-322-5p,Anapc1
mmu-miR-322-5p,Utrn
mmu-miR-322-5p,Naip6
mmu-miR-322-5p,Tsc1
mmu-miR-322-5p,Mapk8ip3
mmu-miR-322-5p,Foxp2
mmu-miR-322-5p,Zc3h4
mmu-miR-322-5p,Tsc1
mmu-miR-322-5p,Trpm7
mmu-miR-322-5p,Tsc1
mmu-miR-322-5p,Gpr98
mmu-miR-322-5p,Atg2b
mmu-miR-322-5p,Mapk8ip3
mmu-miR-322-5p,Rdh10
mmu-miR-322-5p,Mapk8ip3
mmu-miR-322-5p,Impact
mmu-miR-323-3p,Numa1
mmu-miR-323-3p,Dclk1
mmu-miR-323-3p,Prex2
mmu-miR-323-3p,Trak2
mmu-miR-323-3p,Tenm4
mmu-miR-323-3p,Zzz3
mmu-miR-323-3p,Impad1
mmu-miR-323-3p,Tenm4
mmu-miR-323-3p,Zzz3
mmu-miR-323-3p,Rp1l1
mmu-miR-323-3p,Ttc14
mmu-miR-323-3p,C2cd2
mmu-miR-323-3p,Maf
mmu-miR-323-3p,Lrig2
mmu-miR-323-3p,Dclk1
mmu-miR-323-3p,C2cd2
mmu-miR-323-3p,Tenm4
mmu-miR-323-3p,Numa1
mmu-miR-323-3p,Fbn2
mmu-miR-323-3p,Cntn1
mmu-miR-323-3p,Arhgap11a
mmu-miR-323-3p,Taok2
mmu-miR-323-3p,Syt13
mmu-miR-323-3p,Tnks1bp1
mmu-miR-323-3p,Fbxl19
mmu-miR-323-3p,Dlat
mmu-miR-323-3p,Cntn1
mmu-miR-323-3p,Arhgap11a
mmu-miR-323-3p,Nanos1
mmu-miR-323-3p,Rassf3
mmu-miR-323-5p,Herc1
mmu-miR-323-5p,Synm
mmu-miR-323-5p,Sort1
mmu-miR-323-5p,Unc13c
mmu-miR-323-5p,Synm
mmu-miR-323-5p,Satb2
mmu-miR-323-5p,Wdr81
mmu-miR-323-5p,Scn1a
mmu-miR-323-5p,Obscn
mmu-miR-323-5p,Myh3
mmu-miR-323-5p,Cbfa2t2
mmu-miR-323-5p,Setx
mmu-miR-323-5p,Synm
mmu-miR-323-5p,Sfmbt2
mmu-miR-323-5p,Setd1b
mmu-miR-323-5p,Arhgef17
mmu-miR-323-5p,Ern1
mmu-miR-323-5p,Nwd2
mmu-miR-323-5p,Setd7
mmu-miR-323-5p,Rbfox2
mmu-miR-323-5p,Arhgap35
mmu-miR-323-5p,Wdr7
mmu-miR-323-5p,Ryr3
mmu-miR-323-5p,Zfp827
mmu-miR-323-5p,Uggt2
mmu-miR-323-5p,Trp53bp1
mmu-miR-323-5p,Rapgef6
mmu-miR-323-5p,Setbp1
mmu-miR-323-5p,Mcf2l
mmu-miR-323-5p,Mast4
mmu-miR-324-3p,Tmem106b
mmu-miR-324-3p,Myh3
mmu-miR-324-3p,Bod1l
mmu-miR-324-3p,Tanc2
mmu-miR-324-3p,Mms19
mmu-miR-324-3p,Ankrd33b
mmu-miR-324-3p,Dnah7b
mmu-miR-324-3p,Agrn
mmu-miR-324-3p,Smchd1
mmu-miR-324-3p,Tnc
mmu-miR-324-3p,Aim1
mmu-miR-324-3p,Crocc
mmu-miR-324-3p,Rassf4
mmu-miR-324-3p,Fam53a
mmu-miR-324-3p,Usp9x
mmu-miR-324-3p,Usp9x
mmu-miR-324-3p,Dip2b
mmu-miR-324-3p,Atp8b1
mmu-miR-324-3p,Crocc
mmu-miR-324-3p,Zfp113
mmu-miR-324-3p,Dip2b
mmu-miR-324-3p,Ankrd52
mmu-miR-324-3p,Kif26b
mmu-miR-324-3p,Bptf
mmu-miR-324-3p,Tnc
mmu-miR-324-3p,Sema5a
mmu-miR-324-3p,Zfp275
mmu-miR-324-3p,Unc13c
mmu-miR-324-3p,Helz2
mmu-miR-324-3p,Tsc1
mmu-miR-324-5p,Lrig2
mmu-miR-324-5p,Tanc2
mmu-miR-324-5p,Macf1
mmu-miR-324-5p,Rims1
mmu-miR-324-5p,Macf1
mmu-miR-324-5p,Dock9
mmu-miR-324-5p,Macf1
mmu-miR-324-5p,Clmn
mmu-miR-324-5p,Kmt2c
mmu-miR-324-5p,Zbtb40
mmu-miR-324-5p,Macf1
mmu-miR-324-5p,Myo16
mmu-miR-324-5p,Trpm7
mmu-miR-324-5p,Itgav
mmu-miR-324-5p,Evi5
mmu-miR-324-5p,Pafah1b1
mmu-miR-324-5p,Fras1
mmu-miR-324-5p,Arid1a
mmu-miR-324-5p,Heatr5a
mmu-miR-324-5p,Xirp2
mmu-miR-324-5p,Rab11fip1
mmu-miR-324-5p,Trpm7
mmu-miR-324-5p,Kmt2c
mmu-miR-324-5p,Erc2
mmu-miR-324-5p,Atp2b2
mmu-miR-324-5p,Heatr1
mmu-miR-324-5p,Baz2b
mmu-miR-324-5p,Zfp516
mmu-miR-324-5p,Bcorl1
mmu-miR-324-5p,Hecw1
mmu-miR-325-3p,Dip2c
mmu-miR-325-3p,Aak1
mmu-miR-325-3p,Unc13c
mmu-miR-325-3p,U2surp
mmu-miR-325-3p,Zfp831
mmu-miR-325-3p,Magi1
mmu-miR-325-3p,Myo15
mmu-miR-325-3p,Herc1
mmu-miR-325-3p,Col4a1
mmu-miR-325-3p,Smchd1
mmu-miR-325-3p,Dip2c
mmu-miR-325-3p,Magi1
mmu-miR-325-3p,Pkd1
mmu-miR-325-3p,Magi1
mmu-miR-325-3p,Sema5a
mmu-miR-325-3p,Dennd6b
mmu-miR-325-3p,Sgms1
mmu-miR-325-3p,Dip2c
mmu-miR-325-3p,Dip2c
mmu-miR-325-3p,Jade1
mmu-miR-325-3p,Jade1
mmu-miR-325-3p,Rassf3
mmu-miR-325-3p,5830411N06Rik
mmu-miR-325-3p,Rnf38
mmu-miR-325-3p,Sema5a
mmu-miR-325-3p,Cyp1b1
mmu-miR-325-3p,Fbxl19
mmu-miR-325-3p,Nfatc1
mmu-miR-325-3p,Nfatc1
mmu-miR-325-3p,Recql
mmu-miR-325-5p,Ago2
mmu-miR-325-5p,Tgfbr1
mmu-miR-325-5p,Tmod2
mmu-miR-325-5p,Cdan1
mmu-miR-325-5p,Fut9
mmu-miR-325-5p,Zbtb34
mmu-miR-325-5p,Fnip2
mmu-miR-325-5p,Ank1
mmu-miR-325-5p,Arih1
mmu-miR-325-5p,Plce1
mmu-miR-325-5p,Cacna1i
mmu-miR-325-5p,Utrn
mmu-miR-325-5p,Ppp1r9a
mmu-miR-325-5p,Fn1
mmu-miR-325-5p,Rere
mmu-miR-325-5p,Fn1
mmu-miR-325-5p,Zfp329
mmu-miR-325-5p,Col7a1
mmu-miR-325-5p,Ppp1r9a
mmu-miR-325-5p,Bdp1
mmu-miR-325-5p,Fn1
mmu-miR-325-5p,Lrp1b
mmu-miR-325-5p,Soga1
mmu-miR-325-5p,Naip6
mmu-miR-325-5p,Kmt2c
mmu-miR-325-5p,Atp2b1
mmu-miR-325-5p,Naip6
mmu-miR-325-5p,4930402H24Rik
mmu-miR-325-5p,Kmt2c
mmu-miR-325-5p,Col7a1
mmu-miR-326-3p,Erbb3
mmu-miR-326-3p,Madd
mmu-miR-326-3p,Madd
mmu-miR-326-3p,Ankib1
mmu-miR-326-3p,Col4a6
mmu-miR-326-3p,Madd
mmu-miR-326-3p,Kif3c
mmu-miR-326-3p,Nrxn2
mmu-miR-326-3p,Secisbp2l
mmu-miR-326-3p,Pogk
mmu-miR-326-3p,Nlgn3
mmu-miR-326-3p,Zbtb40
mmu-miR-326-3p,Cd93
mmu-miR-326-3p,Pax6
mmu-miR-326-3p,Myo15
mmu-miR-326-3p,Ccdc141
mmu-miR-326-3p,Wdr81
mmu-miR-326-3p,Tbc1d9
mmu-miR-326-3p,Obscn
mmu-miR-326-3p,Itpr3
mmu-miR-326-3p,Bod1l
mmu-miR-326-3p,Impad1
mmu-miR-326-3p,Pogk
mmu-miR-326-3p,Pogk
mmu-miR-326-3p,Madd
mmu-miR-326-3p,Clasp2
mmu-miR-326-3p,Myh3
mmu-miR-326-3p,Megf8
mmu-miR-326-3p,Sspo
mmu-miR-326-3p,Sort1
mmu-miR-326-5p,Rnf150
mmu-miR-326-5p,Rc3h2
mmu-miR-326-5p,Rc3h2
mmu-miR-326-5p,Ubr2
mmu-miR-326-5p,Eif5b
mmu-miR-326-5p,Frem3
mmu-miR-326-5p,Rreb1
mmu-miR-326-5p,Nrxn2
mmu-miR-326-5p,Shisa6
mmu-miR-326-5p,Tsc1
mmu-miR-326-5p,Lig3
mmu-miR-326-5p,Ptprt
mmu-miR-326-5p,Fnip2
mmu-miR-326-5p,Pdzd8
mmu-miR-326-5p,Nrxn2
mmu-miR-326-5p,Herc2
mmu-miR-326-5p,Notch2
mmu-miR-326-5p,Setd1b
mmu-miR-326-5p,Ttll4
mmu-miR-326-5p,Rassf4
mmu-miR-326-5p,2610507B11Rik
mmu-miR-326-5p,Setd1b
mmu-miR-326-5p,Rreb1
mmu-miR-326-5p,Nrk
mmu-miR-326-5p,Nrxn2
mmu-miR-326-5p,Pura
mmu-miR-326-5p,Madd
mmu-miR-326-5p,Slc6a17
mmu-miR-326-5p,Tenm4
mmu-miR-326-5p,Tsc22d2
mmu-miR-327,Col11a1
mmu-miR-327,Unc5b
mmu-miR-327,Dclk1
mmu-miR-327,A630007B06Rik
mmu-miR-327,Maf
mmu-miR-327,Ddr2
mmu-miR-327,Abca13
mmu-miR-327,Madd
mmu-miR-327,Fry
mmu-miR-327,Ephb2
mmu-miR-327,Herc2
mmu-miR-327,Hspg2
mmu-miR-327,Dab2ip
mmu-miR-327,Arid1b
mmu-miR-327,Srcin1
mmu-miR-327,Madd
mmu-miR-327,Prr14l
mmu-miR-327,Smg6
mmu-miR-327,Uhmk1
mmu-miR-327,Ttn
mmu-miR-327,Nhsl1
mmu-miR-327,Kif26a
mmu-miR-327,Atp2b4
mmu-miR-327,Ltn1
mmu-miR-327,Krba1
mmu-miR-327,Uhmk1
mmu-miR-327,Myh9
mmu-miR-327,Flt4
mmu-miR-327,Nrxn2
mmu-miR-327,Col11a1
mmu-miR-328-3p,Adcy5
mmu-miR-328-3p,Ppfia4
mmu-miR-328-3p,Lama2
mmu-miR-328-3p,Helz2
mmu-miR-328-3p,Helz2
mmu-miR-328-3p,Rc3h1
mmu-miR-328-3p,Celsr2
mmu-miR-328-3p,2610002M06Rik
mmu-miR-328-3p,Slc7a1
mmu-miR-328-3p,Pcdhga12
mmu-miR-328-3p,Arnt2
mmu-miR-328-3p,Kcnd3
mmu-miR-328-3p,Agpat5
mmu-miR-328-3p,Herc1
mmu-miR-328-3p,Lrrk2
mmu-miR-328-3p,Ext1
mmu-miR-328-3p,Qk
mmu-miR-328-3p,Chd5
mmu-miR-328-3p,Kmt2d
mmu-miR-328-3p,Sspo
mmu-miR-328-3p,Helz2
mmu-miR-328-3p,Map9
mmu-miR-328-3p,Col5a3
mmu-miR-328-3p,Grid2
mmu-miR-328-3p,Evpl
mmu-miR-328-3p,Sh3pxd2a
mmu-miR-328-3p,Kdr
mmu-miR-328-3p,Megf8
mmu-miR-328-3p,F5
mmu-miR-328-3p,Baz2b
mmu-miR-328-5p,Myh3
mmu-miR-328-5p,Smg6
mmu-miR-328-5p,Galnt13
mmu-miR-328-5p,Wdr7
mmu-miR-328-5p,Atp2b2
mmu-miR-328-5p,Ptbp3
mmu-miR-328-5p,Pak3
mmu-miR-328-5p,Amer1
mmu-miR-328-5p,Ttn
mmu-miR-328-5p,Heatr5a
mmu-miR-328-5p,Madd
mmu-miR-328-5p,Madd
mmu-miR-328-5p,Elavl1
mmu-miR-328-5p,Fam179b
mmu-miR-328-5p,Socs4
mmu-miR-328-5p,Setd1b
mmu-miR-328-5p,Agps
mmu-miR-328-5p,Abca13
mmu-miR-328-5p,Atad5
mmu-miR-328-5p,Hook3
mmu-miR-328-5p,Cdk5rap2
mmu-miR-328-5p,Frrs1l
mmu-miR-328-5p,Usp34
mmu-miR-328-5p,Dab2ip
mmu-miR-328-5p,Mga
mmu-miR-328-5p,Pak3
mmu-miR-328-5p,Kif21a
mmu-miR-328-5p,Med13l
mmu-miR-328-5p,Unc13c
mmu-miR-328-5p,Kif21a
mmu-miR-329-3p,Lrba
mmu-miR-329-3p,Ubxn2b
mmu-miR-329-3p,Fam63b
mmu-miR-329-3p,Thsd7a
mmu-miR-329-3p,Sptbn2
mmu-miR-329-3p,Mylk
mmu-miR-329-3p,Robo2
mmu-miR-329-3p,Lrba
mmu-miR-329-3p,Mylk
mmu-miR-329-3p,Naif1
mmu-miR-329-3p,Fam107a
mmu-miR-329-3p,Sgpl1
mmu-miR-329-3p,Mxd4
mmu-miR-329-3p,Adra2b
mmu-miR-329-3p,Sgpl1
mmu-miR-329-3p,Grem2
mmu-miR-329-3p,Adra2b
mmu-miR-329-3p,Nanos1
mmu-miR-329-3p,Ptbp1
mmu-miR-329-3p,Avpr2
mmu-miR-329-3p,
mmu-miR-329-3p,Fam107a
mmu-miR-329-3p,Fam107a
mmu-miR-329-3p,Copb2
mmu-miR-329-3p,Kctd6
mmu-miR-329-3p,Kctd6
mmu-miR-329-3p,Parl
mmu-miR-329-3p,Cirbp
mmu-miR-329-3p,Pik3ca
mmu-miR-329-3p,Igf2bp1
mmu-miR-329-5p,Dip2c
mmu-miR-329-5p,Rimbp3
mmu-miR-329-5p,Kif5c
mmu-miR-329-5p,Cep350
mmu-miR-329-5p,Zfp608
mmu-miR-329-5p,Herc2
mmu-miR-329-5p,Nhs
mmu-miR-329-5p,Mga
mmu-miR-329-5p,Celsr2
mmu-miR-329-5p,Brwd1
mmu-miR-329-5p,Rassf4
mmu-miR-329-5p,Dock5
mmu-miR-329-5p,Ttn
mmu-miR-329-5p,Mga
mmu-miR-329-5p,Mga
mmu-miR-329-5p,Tsc1
mmu-miR-329-5p,Mtor
mmu-miR-329-5p,Ahdc1
mmu-miR-329-5p,Dip2c
mmu-miR-329-5p,Plce1
mmu-miR-329-5p,Brwd1
mmu-miR-329-5p,Synm
mmu-miR-329-5p,Trpm7
mmu-miR-329-5p,Rere
mmu-miR-329-5p,Zfp516
mmu-miR-329-5p,Plekha6
mmu-miR-329-5p,Atg2b
mmu-miR-329-5p,Atg2b
mmu-miR-329-5p,Tsc1
mmu-miR-329-5p,Zfp236
mmu-miR-32-3p,Cacul1
mmu-miR-32-3p,Kras
mmu-miR-32-3p,Ttc39d
mmu-miR-32-3p,Pigs
mmu-miR-32-3p,Lrrc14b
mmu-miR-32-3p,Ttc39d
mmu-miR-32-3p,Atr
mmu-miR-32-3p,Ppp1r16b
mmu-miR-32-3p,Hook3
mmu-miR-32-3p,Ago3
mmu-miR-32-3p,Ago3
